1	 1.90734863281e-06 	3.09944152832e-06
2	 2.14576721191e-06 	4.05311584473e-06
3	 2.14576721191e-06 	4.05311584473e-06
4	 1.90734863281e-06 	5.96046447754e-06
5	 3.09944152832e-06 	3.81469726562e-06
6	 4.76837158203e-06 	5.00679016113e-06
7	 1.97887420654e-05 	2.09808349609e-05
8	 1.71661376953e-05 	8.10623168945e-06
9	 1.59740447998e-05 	5.96046447754e-06
10	 2.19345092773e-05 	6.19888305664e-06
11	 3.50475311279e-05 	7.15255737305e-06
12	 5.50746917725e-05 	7.15255737305e-06
13	 8.89301300049e-05 	6.91413879395e-06
14	 0.000220060348511 	1.19209289551e-05
15	 0.000262022018433 	9.05990600586e-06
16	 0.00048303604126 	1.09672546387e-05
17	 0.000845909118652 	1.09672546387e-05
18	 0.000951051712036 	9.05990600586e-06
19	 0.00172400474548 	1.28746032715e-05
20	 0.00280094146729 	1.4066696167e-05
21	 0.00431513786316 	1.31130218506e-05
22	 0.00800204277039 	1.59740447998e-05
23	 0.0110728740692 	1.59740447998e-05
24	 0.0198578834534 	1.90734863281e-05
25	 0.0391738414764 	1.69277191162e-05
26	 0.053731918335 	1.90734863281e-05
27	 0.0863749980927 	1.90734863281e-05
28	 0.130660057068 	1.90734863281e-05
29	 0.232691049576 	1.78813934326e-05
30	 0.410478115082 	1.90734863281e-05
31	 0.586088895798 	2.19345092773e-05
32	 1.24551701546 	2.09808349609e-05
33	 1.75268697739 	2.00271606445e-05
34	 2.84224200249 	3.40938568115e-05
35	 4.34247994423 	2.28881835938e-05
36	 7.61672687531 	0.000262975692749
37	 11.505573988 	2.31266021729e-05
38	 16.8241229057 	4.00543212891e-05
39	 27.4575049877 	2.59876251221e-05
40	 43.9890499115 	2.28881835938e-05
